ORIGIN_AIRPORT_ID,Year,Origin Airport Code,Total Departures,Total Passengers,Total Seats,Total Load Factor (%),Total Passengers/Flight,Total Seats/Flight,Total Distance/Flight (sm),Total Distance/Passenger (sm),Total Payload (lbs),Total Freight (lbs),Total Mail (lbs),Domestic Departures,Domestic Passengers,Domestic Seats,Domestic Load Factor (%),Domestic Passengers/Flight,Domestic Seats/Flight,Domestic Distance/Flight (sm),Domestic Distance/Passenger (sm),Domestic Payload (lbs),Domestic Freight (lbs),Domestic Mail (lbs),Outbound International Departures,Outbound International Passengers,Outbound International Seats,Outbound International Load Factor (%),Outbound International Passengers/Flight,Outbound International Seats/Flight,Outbound International Distance/Flight (sm),Outbound International Distance/Passenger (sm),Outbound International Payload (lbs),Outbound International Freight (lbs),Outbound International Mail (lbs),Inbound International Departures,Inbound International Passengers,Inbound International Seats,Inbound International Load Factor (%),Inbound International Passengers/Flight,Inbound International Seats/Flight,Inbound International Distance/Flight (sm),Inbound International Distance/Passenger (sm),Inbound International Payload (lbs),Inbound International Freight (lbs),Inbound International Mail (lbs),Origin City Name,Origin Airport Name
12599,2021,JZU,2,5,16,31.3,2.5,8,163.5,184.8,"6,900",0,0,2,5,16,31.3,2.5,8,163.5,184.8,"6,900",0,0,,,,,,,,,,,,,,,,,,,,,,,Bennington (JZU),William H. Morse State (JZU)
12599,2022,JZU,2,3,16,18.8,1.5,8,108.5,95.66666667,"6,900",0,0,2,3,16,18.8,1.5,8,108.5,95.66666667,"6,900",0,0,,,,,,,,,,,,,,,,,,,,,,,Bennington (JZU),William H. Morse State (JZU)
12599,2023,JZU,5,22,41,53.7,4.4,8.2,143.6,146.2272727,"16,050",0,0,5,22,41,53.7,4.4,8.2,143.6,146.2272727,"16,050",0,0,,,,,,,,,,,,,,,,,,,,,,,Bennington (JZU),William H. Morse State (JZU)
12599,2024M1-10,JZU,2,7,16,43.8,3.5,8,355,203.5714286,"6,900",0,0,2,7,16,43.8,3.5,8,355,203.5714286,"6,900",0,0,,,,,,,,,,,,,,,,,,,,,,,Bennington (JZU),William H. Morse State (JZU)
12602,2021,JZX,1,2,8,25,2,8,354,354,"1,600",0,0,1,2,8,25,2,8,354,354,"1,600",0,0,,,,,,,,,,,,,,,,,,,,,,,Angwin (JZX),Angwin-Parrett Field (JZX)
12603,2014,JZY,2,5,16,31.3,2.5,8,313,313,"3,650",0,0,2,5,16,31.3,2.5,8,313,313,"3,650",0,0,,,,,,,,,,,,,,,,,,,,,,,Grangeville (JZY),Idaho County (JZY)
12603,2015,JZY,2,1,18,5.6,0.5,9,313,313,"4,720",0,0,2,1,18,5.6,0.5,9,313,313,"4,720",0,0,,,,,,,,,,,,,,,,,,,,,,,Grangeville (JZY),Idaho County (JZY)
12603,2016,JZY,1,6,9,66.7,6,9,313,313,"2,379",0,0,1,6,9,66.7,6,9,313,313,"2,379",0,0,,,,,,,,,,,,,,,,,,,,,,,Grangeville (JZY),Idaho County (JZY)
12603,2018,JZY,1,0,9,0,0,9,313,,"2,360",0,0,1,0,9,0,0,9,313,,"2,360",0,0,,,,,,,,,,,,,,,,,,,,,,,Grangeville (JZY),Idaho County (JZY)
12603,2021,JZY,1,2,9,22.2,2,9,837,837,400,0,0,1,2,9,22.2,2,9,837,837,400,0,0,,,,,,,,,,,,,,,,,,,,,,,Grangeville (JZY),Idaho County (JZY)
12610,2014,KAE,758,"2,001","5,750",34.8,2.639841689,7.585751979,94.55540897,92.42978511,"1,963,848","34,436","19,534",758,"2,001","5,750",34.8,2.639841689,7.585751979,94.55540897,92.42978511,"1,963,848","34,436","19,534",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2015,KAE,895,"2,523","6,823",37,2.818994413,7.623463687,88.97318436,86.5588585,"2,332,410","38,141","22,970",895,"2,523","6,823",37,2.818994413,7.623463687,88.97318436,86.5588585,"2,332,410","38,141","22,970",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2016,KAE,942,"3,233","7,486",43.2,3.432059448,7.946921444,83.33864119,79.46736777,"2,592,026","43,975","22,153",942,"3,233","7,486",43.2,3.432059448,7.946921444,83.33864119,79.46736777,"2,592,026","43,975","22,153",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2017,KAE,"1,072","3,771","8,989",42,3.517723881,8.385261194,78.29291045,77.08538849,"2,754,895","60,722","19,217","1,072","3,771","8,989",42,3.517723881,8.385261194,78.29291045,77.08538849,"2,754,895","60,722","19,217",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2018,KAE,992,"3,719","8,369",44.4,3.748991935,8.436491935,84.01310484,81.39553643,"2,442,083","55,082","11,787",992,"3,719","8,369",44.4,3.748991935,8.436491935,84.01310484,81.39553643,"2,442,083","55,082","11,787",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2019,KAE,984,"3,910","8,483",46.1,3.973577236,8.620934959,84.22865854,81.68772379,"2,558,673","39,557","12,966",984,"3,910","8,483",46.1,3.973577236,8.620934959,84.22865854,81.68772379,"2,558,673","39,557","12,966",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2020,KAE,643,"1,900","5,624",33.8,2.954898911,8.746500778,82.03888025,78.34,"1,648,821","35,052","11,917",643,"1,900","5,624",33.8,2.954898911,8.746500778,82.03888025,78.34,"1,648,821","35,052","11,917",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2021,KAE,826,"2,574","7,571",34,3.11622276,9.165859564,84.64769976,88.22416472,"2,133,304","28,485","12,171",826,"2,574","7,571",34,3.11622276,9.165859564,84.64769976,88.22416472,"2,133,304","28,485","12,171",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2022,KAE,"1,134","3,585","11,056",32.4,3.161375661,9.749559083,84.20899471,85.22873082,"2,841,860","31,780","14,339","1,134","3,585","11,056",32.4,3.161375661,9.749559083,84.20899471,85.22873082,"2,841,860","31,780","14,339",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2023,KAE,"1,101","3,793","10,704",35.4,3.445049955,9.722070845,84.03814714,85.53888742,"2,875,212","36,374","8,679","1,101","3,793","10,704",35.4,3.445049955,9.722070845,84.03814714,85.53888742,"2,875,212","36,374","8,679",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12610,2024M1-10,KAE,939,"3,264","8,635",37.8,3.476038339,9.195953142,87.82321619,86.70741422,"2,389,767","21,964","6,021",939,"3,264","8,635",37.8,3.476038339,9.195953142,87.82321619,86.70741422,"2,389,767","21,964","6,021",,,,,,,,,,,,,,,,,,,,,,,Kake (KAE),Kake Seaplane Base (KAE)
12615,2014,KAL,894,"2,654","8,677",30.6,2.968680089,9.705816555,101.0794183,96.92351168,"2,680,036","48,906","117,013",894,"2,654","8,677",30.6,2.968680089,9.705816555,101.0794183,96.92351168,"2,680,036","48,906","117,013",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2015,KAL,774,"2,438","6,802",35.8,3.149870801,8.788113695,99.57881137,96.2973749,"2,560,370","48,179","70,443",774,"2,438","6,802",35.8,3.149870801,8.788113695,99.57881137,96.2973749,"2,560,370","48,179","70,443",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2016,KAL,773,"2,388","6,500",36.7,3.089262613,8.408796895,98.93661061,93.64740369,"2,313,124","34,609","90,476",773,"2,388","6,500",36.7,3.089262613,8.408796895,98.93661061,93.64740369,"2,313,124","34,609","90,476",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2017,KAL,708,"2,207","5,966",37,3.117231638,8.426553672,100.0579096,89.2048029,"2,251,082","173,021","66,554",708,"2,207","5,966",37,3.117231638,8.426553672,100.0579096,89.2048029,"2,251,082","173,021","66,554",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2018,KAL,716,"2,495","6,067",41.1,3.484636872,8.473463687,99.40921788,97.96513026,"2,222,901","205,249","57,739",716,"2,495","6,067",41.1,3.484636872,8.473463687,99.40921788,97.96513026,"2,222,901","205,249","57,739",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2019,KAL,681,"2,413","5,914",40.8,3.543318649,8.684287812,91.78854626,99.54289266,"2,029,087","41,150","75,972",681,"2,413","5,914",40.8,3.543318649,8.684287812,91.78854626,99.54289266,"2,029,087","41,150","75,972",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2020,KAL,349,792,"2,649",29.9,2.269340974,7.59025788,151.9799427,149.1704545,"903,929","37,693","23,362",349,792,"2,649",29.9,2.269340974,7.59025788,151.9799427,149.1704545,"903,929","37,693","23,362",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2021,KAL,458,"1,387","3,863",35.9,3.028384279,8.434497817,161.4825328,170.4643115,"1,144,503","30,144","18,583",458,"1,387","3,863",35.9,3.028384279,8.434497817,161.4825328,170.4643115,"1,144,503","30,144","18,583",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2022,KAL,519,"1,811","4,316",42,3.489402697,8.315992293,136.822736,137.4881281,"1,395,836","41,757","26,263",519,"1,811","4,316",42,3.489402697,8.315992293,136.822736,137.4881281,"1,395,836","41,757","26,263",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2023,KAL,557,"2,017","4,492",44.9,3.621184919,8.064631957,152.1328546,159.1403074,"1,381,068","25,965","22,025",557,"2,017","4,492",44.9,3.621184919,8.064631957,152.1328546,159.1403074,"1,381,068","25,965","22,025",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12615,2024M1-10,KAL,342,"1,393","2,783",50.1,4.073099415,8.137426901,154.874269,167.6704953,"746,085","29,506","6,052",342,"1,393","2,783",50.1,4.073099415,8.137426901,154.874269,167.6704953,"746,085","29,506","6,052",,,,,,,,,,,,,,,,,,,,,,,Kaltag (KAL),Kaltag Airport (KAL)
12621,2014,KBC,241,"1,020","2,046",49.9,4.232365145,8.489626556,80.37344398,77.9627451,"549,272","38,452","48,111",241,"1,020","2,046",49.9,4.232365145,8.489626556,80.37344398,77.9627451,"549,272","38,452","48,111",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2015,KBC,251,"1,190","2,137",55.7,4.741035857,8.513944223,77.48207171,81.58067227,"608,620","59,359","48,787",251,"1,190","2,137",55.7,4.741035857,8.513944223,77.48207171,81.58067227,"608,620","59,359","48,787",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2016,KBC,265,"1,170","2,193",53.4,4.41509434,8.275471698,78.26415094,78.05726496,"618,877","61,309","67,565",265,"1,170","2,193",53.4,4.41509434,8.275471698,78.26415094,78.05726496,"618,877","61,309","67,565",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2017,KBC,265,"1,214","2,168",56,4.581132075,8.181132075,83.05660377,83.70510708,"718,245","66,281","39,789",265,"1,214","2,168",56,4.581132075,8.181132075,83.05660377,83.70510708,"718,245","66,281","39,789",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2018,KBC,222,"1,050","1,883",55.8,4.72972973,8.481981982,81.05405405,83.99142857,"526,696","40,161","25,982",222,"1,050","1,883",55.8,4.72972973,8.481981982,81.05405405,83.99142857,"526,696","40,161","25,982",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2019,KBC,287,"1,449","2,521",57.5,5.048780488,8.783972125,73.97212544,77.77846791,"742,638","53,804","52,011",287,"1,449","2,521",57.5,5.048780488,8.783972125,73.97212544,77.77846791,"742,638","53,804","52,011",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2020,KBC,183,581,"1,409",41.2,3.174863388,7.699453552,87.23497268,91.1222031,"454,427","41,639","25,766",183,581,"1,409",41.2,3.174863388,7.699453552,87.23497268,91.1222031,"454,427","41,639","25,766",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2021,KBC,209,648,"1,599",40.5,3.100478469,7.650717703,91.94736842,83.7808642,"823,260","122,794","22,032",209,648,"1,599",40.5,3.100478469,7.650717703,91.94736842,83.7808642,"823,260","122,794","22,032",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2022,KBC,210,737,"1,505",49,3.50952381,7.166666667,83.39047619,83.60786974,"565,250","52,557","33,108",210,737,"1,505",49,3.50952381,7.166666667,83.39047619,83.60786974,"565,250","52,557","33,108",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2023,KBC,220,788,"1,694",46.5,3.581818182,7.7,83.22272727,82.20685279,"575,208","36,223","34,448",220,788,"1,694",46.5,3.581818182,7.7,83.22272727,82.20685279,"575,208","36,223","34,448",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12621,2024M1-10,KBC,223,785,"1,810",43.4,3.520179372,8.116591928,86.47982063,82.49171975,"745,761","88,490","24,804",223,785,"1,810",43.4,3.520179372,8.116591928,86.47982063,82.49171975,"745,761","88,490","24,804",,,,,,,,,,,,,,,,,,,,,,,Birch Creek (KBC),Birch Creek Airport (KBC)
12622,2014,KBE,1,2,6,33.3,2,6,40,40,"1,850",0,0,1,2,6,33.3,2,6,40,40,"1,850",0,0,,,,,,,,,,,,,,,,,,,,,,,Bell Island (KBE),Bell Island Hot Springs Seaplane Base (KBE)
12622,2016,KBE,5,2,30,6.7,0.4,6,40,40,"9,250",0,0,5,2,30,6.7,0.4,6,40,40,"9,250",0,0,,,,,,,,,,,,,,,,,,,,,,,Bell Island (KBE),Bell Island Hot Springs Seaplane Base (KBE)
12633,2014,KCC,246,183,"1,527",12,0.743902439,6.207317073,42.48780488,55.44262295,"459,093","9,208","61,657",246,183,"1,527",12,0.743902439,6.207317073,42.48780488,55.44262295,"459,093","9,208","61,657",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2015,KCC,208,95,"1,353",7,0.456730769,6.504807692,42.13461538,49.74736842,"411,282","6,867","58,664",208,95,"1,353",7,0.456730769,6.504807692,42.13461538,49.74736842,"411,282","6,867","58,664",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2016,KCC,230,143,"1,581",9,0.62173913,6.873913043,42.16521739,50.16783217,"452,270","8,653","52,995",230,143,"1,581",9,0.62173913,6.873913043,42.16521739,50.16783217,"452,270","8,653","52,995",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2017,KCC,264,212,"1,842",11.5,0.803030303,6.977272727,42.68939394,52.20754717,"502,441","13,689","58,435",264,212,"1,842",11.5,0.803030303,6.977272727,42.68939394,52.20754717,"502,441","13,689","58,435",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2018,KCC,226,171,"1,533",11.2,0.756637168,6.783185841,43.40265487,50.16959064,"420,079","15,408","48,770",226,171,"1,533",11.2,0.756637168,6.783185841,43.40265487,50.16959064,"420,079","15,408","48,770",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2019,KCC,205,139,"1,365",10.2,0.67804878,6.658536585,44.14634146,57.58992806,"368,361","11,478","44,555",205,139,"1,365",10.2,0.67804878,6.658536585,44.14634146,57.58992806,"368,361","11,478","44,555",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2020,KCC,150,54,"1,051",5.1,0.36,7.006666667,44.16,57.51851852,"319,597","12,629","35,395",150,54,"1,051",5.1,0.36,7.006666667,44.16,57.51851852,"319,597","12,629","35,395",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2021,KCC,146,67,"1,102",6.1,0.45890411,7.547945205,45.52054795,56.64179104,"361,566","10,531","40,413",146,67,"1,102",6.1,0.45890411,7.547945205,45.52054795,56.64179104,"361,566","10,531","40,413",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2022,KCC,128,47,"1,066",4.4,0.3671875,8.328125,45.3828125,54.08510638,"264,483","13,936","32,728",128,47,"1,066",4.4,0.3671875,8.328125,45.3828125,54.08510638,"264,483","13,936","32,728",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2023,KCC,127,25,"1,120",2.2,0.196850394,8.818897638,38.11811024,57.92,"267,600","34,559","24,154",127,25,"1,120",2.2,0.196850394,8.818897638,38.11811024,57.92,"267,600","34,559","24,154",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12633,2024M1-10,KCC,130,59,"1,020",5.8,0.453846154,7.846153846,43.60769231,50.71186441,"228,000","22,890","17,832",130,59,"1,020",5.8,0.453846154,7.846153846,43.60769231,50.71186441,"228,000","22,890","17,832",,,,,,,,,,,,,,,,,,,,,,,Coffman Cove (KCC),Coffman Cove Seaplane Base (KCC)
12635,2014,KCG,229,668,"2,054",32.5,2.917030568,8.969432314,70.40174672,67.50748503,"634,800","26,730","78,089",229,668,"2,054",32.5,2.917030568,8.969432314,70.40174672,67.50748503,"634,800","26,730","78,089",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2015,KCG,245,620,"2,187",28.3,2.530612245,8.926530612,52.20816327,55.56129032,"661,526","34,617","94,483",245,620,"2,187",28.3,2.530612245,8.926530612,52.20816327,55.56129032,"661,526","34,617","94,483",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2016,KCG,283,736,"2,533",29.1,2.600706714,8.950530035,51.48409894,49.97554348,"692,839","32,094","60,350",283,736,"2,533",29.1,2.600706714,8.950530035,51.48409894,49.97554348,"692,839","32,094","60,350",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2017,KCG,183,312,"1,647",18.9,1.704918033,9,66.08196721,55.16025641,"449,319","11,440","30,178",183,312,"1,647",18.9,1.704918033,9,66.08196721,55.16025641,"449,319","11,440","30,178",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2018,KCG,166,131,"1,494",8.8,0.789156627,9,64.94578313,53.59541985,"396,959","15,791","58,982",166,131,"1,494",8.8,0.789156627,9,64.94578313,53.59541985,"396,959","15,791","58,982",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2019,KCG,248,273,"2,232",12.2,1.100806452,9,46.45564516,46.21245421,"606,380","29,231","62,812",248,273,"2,232",12.2,1.100806452,9,46.45564516,46.21245421,"606,380","29,231","62,812",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2020,KCG,230,64,"2,085",3.1,0.27826087,9.065217391,66.24347826,62.390625,"563,359","37,709","67,455",230,64,"2,085",3.1,0.27826087,9.065217391,66.24347826,62.390625,"563,359","37,709","67,455",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2021,KCG,229,89,"2,242",4,0.388646288,9.790393013,53.58951965,58.53932584,"624,100","45,999","85,100",229,89,"2,242",4,0.388646288,9.790393013,53.58951965,58.53932584,"624,100","45,999","85,100",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2022,KCG,215,170,"1,934",8.8,0.790697674,8.995348837,49.91627907,45.42352941,"632,600","43,363","73,335",215,170,"1,934",8.8,0.790697674,8.995348837,49.91627907,45.42352941,"632,600","43,363","73,335",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2023,KCG,178,201,"1,590",12.6,1.129213483,8.93258427,51.39325843,49.7761194,"512,400","19,628","57,289",178,201,"1,590",12.6,1.129213483,8.93258427,51.39325843,49.7761194,"512,400","19,628","57,289",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12635,2024M1-10,KCG,163,227,"1,467",15.5,1.392638037,9,73.30674847,85.14096916,"461,800","10,366","33,809",163,227,"1,467",15.5,1.392638037,9,73.30674847,85.14096916,"461,800","10,366","33,809",,,,,,,,,,,,,,,,,,,,,,,Chignik Bay (KCG),Chignik Bay Airport (KCG)
12638,2014,KCL,221,566,"1,942",29.1,2.561085973,8.787330317,61.29411765,61.03886926,"600,970","17,711","61,618",221,566,"1,942",29.1,2.561085973,8.787330317,61.29411765,61.03886926,"600,970","17,711","61,618",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2015,KCL,239,503,"2,149",23.4,2.10460251,8.991631799,54.62761506,56.31013917,"654,400","22,109","69,673",239,503,"2,149",23.4,2.10460251,8.991631799,54.62761506,56.31013917,"654,400","22,109","69,673",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2016,KCL,245,553,"2,202",25.1,2.257142857,8.987755102,39.52244898,40.21338156,"603,600","19,066","41,596",245,553,"2,202",25.1,2.257142857,8.987755102,39.52244898,40.21338156,"603,600","19,066","41,596",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2017,KCL,160,272,"1,440",18.9,1.7,9,52.475,57.97426471,"396,285","9,507","30,496",160,272,"1,440",18.9,1.7,9,52.475,57.97426471,"396,285","9,507","30,496",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2018,KCL,163,128,"1,467",8.7,0.785276074,9,75.37423313,87.3359375,"394,060","12,833","41,275",163,128,"1,467",8.7,0.785276074,9,75.37423313,87.3359375,"394,060","12,833","41,275",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2019,KCL,265,277,"2,385",11.6,1.045283019,9,36.52075472,38.79061372,"647,910","27,240","57,910",265,277,"2,385",11.6,1.045283019,9,36.52075472,38.79061372,"647,910","27,240","57,910",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2020,KCL,242,74,"2,187",3.4,0.305785124,9.037190083,40.92975207,42.43243243,"592,505","37,456","60,185",242,74,"2,187",3.4,0.305785124,9.037190083,40.92975207,42.43243243,"592,505","37,456","60,185",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2021,KCL,239,83,"2,313",3.6,0.347280335,9.677824268,41.82008368,42.13253012,"650,700","28,111","71,756",239,83,"2,313",3.6,0.347280335,9.677824268,41.82008368,42.13253012,"650,700","28,111","71,756",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2022,KCL,232,172,"2,079",8.3,0.74137931,8.961206897,49.67241379,61.1744186,"681,000","29,645","58,889",232,172,"2,079",8.3,0.74137931,8.961206897,49.67241379,61.1744186,"681,000","29,645","58,889",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2023,KCL,212,202,"1,895",10.7,0.952830189,8.938679245,40.96698113,34.0990099,"607,220","14,484","46,435",212,202,"1,895",10.7,0.952830189,8.938679245,40.96698113,34.0990099,"607,220","14,484","46,435",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12638,2024M1-10,KCL,217,277,"1,929",14.4,1.276497696,8.889400922,52.26267281,53.80866426,"616,200","19,085","45,020",217,277,"1,929",14.4,1.276497696,8.889400922,52.26267281,53.80866426,"616,200","19,085","45,020",,,,,,,,,,,,,,,,,,,,,,,Chignik Lagoon (KCL),Chignik Lagoon Airport (KCL)
12641,2014,KCQ,214,606,"1,914",31.7,2.831775701,8.943925234,48.82242991,46.98184818,"589,800","28,388","88,387",214,606,"1,914",31.7,2.831775701,8.943925234,48.82242991,46.98184818,"589,800","28,388","88,387",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2015,KCQ,251,520,"2,254",23.1,2.071713147,8.980079681,51.75697211,39.37115385,"685,200","28,059","84,742",251,520,"2,254",23.1,2.071713147,8.980079681,51.75697211,39.37115385,"685,200","28,059","84,742",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2016,KCQ,282,794,"2,535",31.3,2.815602837,8.989361702,41.42553191,40.36775819,"692,700","33,569","59,534",282,794,"2,535",31.3,2.815602837,8.989361702,41.42553191,40.36775819,"692,700","33,569","59,534",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2017,KCQ,195,368,"1,751",21,1.887179487,8.979487179,51.48717949,42.4375,"476,744","27,225","46,676",195,368,"1,751",21,1.887179487,8.979487179,51.48717949,42.4375,"476,744","27,225","46,676",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2018,KCQ,175,223,"1,530",14.6,1.274285714,8.742857143,55.76,52.69058296,"437,879","22,731","77,813",175,223,"1,530",14.6,1.274285714,8.742857143,55.76,52.69058296,"437,879","22,731","77,813",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2019,KCQ,295,394,"2,655",14.8,1.33559322,9,58.78305085,50.76903553,"724,680","46,281","83,038",295,394,"2,655",14.8,1.33559322,9,58.78305085,50.76903553,"724,680","46,281","83,038",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2020,KCQ,264,99,"2,375",4.2,0.375,8.996212121,66.32575758,54.74747475,"645,850","59,775","88,037",264,99,"2,375",4.2,0.375,8.996212121,66.32575758,54.74747475,"645,850","59,775","88,037",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2021,KCQ,269,224,"2,589",8.7,0.832713755,9.624535316,75.40148699,77.78125,"723,600","45,996","78,707",269,224,"2,589",8.7,0.832713755,9.624535316,75.40148699,77.78125,"723,600","45,996","78,707",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
12641,2022,KCQ,260,267,"2,306",11.6,1.026923077,8.869230769,80.97692308,75.5093633,"749,800","38,989","72,133",260,267,"2,306",11.6,1.026923077,8.869230769,80.97692308,75.5093633,"749,800","38,989","72,133",,,,,,,,,,,,,,,,,,,,,,,Chignik (KCQ),Chignik Lake (KCQ)
