ORIGIN_AIRPORT_ID,Year,Origin Airport Code,Total Departures,Total Passengers,Total Seats,Total Load Factor (%),Total Passengers/Flight,Total Seats/Flight,Total Distance/Flight (sm),Total Distance/Passenger (sm),Total Payload (lbs),Total Freight (lbs),Total Mail (lbs),Domestic Departures,Domestic Passengers,Domestic Seats,Domestic Load Factor (%),Domestic Passengers/Flight,Domestic Seats/Flight,Domestic Distance/Flight (sm),Domestic Distance/Passenger (sm),Domestic Payload (lbs),Domestic Freight (lbs),Domestic Mail (lbs),Outbound International Departures,Outbound International Passengers,Outbound International Seats,Outbound International Load Factor (%),Outbound International Passengers/Flight,Outbound International Seats/Flight,Outbound International Distance/Flight (sm),Outbound International Distance/Passenger (sm),Outbound International Payload (lbs),Outbound International Freight (lbs),Outbound International Mail (lbs),Inbound International Departures,Inbound International Passengers,Inbound International Seats,Inbound International Load Factor (%),Inbound International Passengers/Flight,Inbound International Seats/Flight,Inbound International Distance/Flight (sm),Inbound International Distance/Passenger (sm),Inbound International Payload (lbs),Inbound International Freight (lbs),Inbound International Mail (lbs),Origin City Name,Origin Airport Name
11697,2018,FLL,"140,538","17,718,941","21,202,454",83.6,126.0793593,150.8663422,974.0332437,"1,102.35","5,291,561,293","117,304,375","789,221","103,315","13,519,284","15,873,418",85.2,130.8549969,153.6409815,979.838281,"1,030.91","3,929,905,819","89,624,774","789,191","37,223","4,199,657","5,329,036",78.8,112.8242484,143.1651398,957.9209628,"1,332.33","1,361,655,474","27,679,601",30,"37,196","4,268,479","5,330,141",80.1,114.7563985,143.2987687,962.216448,"1,333.08","1,367,625,058","43,253,672",0,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2019,FLL,"142,468","18,031,280","21,767,505",82.8,126.5637196,152.7887315,969.8327133,"1,095.82","5,462,006,256","117,959,870","746,232","103,779","13,796,195","16,272,023",84.8,132.9382149,156.7949489,983.2157758,"1,032.37","4,075,437,043","92,577,639","745,375","38,689","4,235,085","5,495,482",77.1,109.464835,142.0424927,933.9341156,"1,302.50","1,386,569,213","25,382,231",857,"38,623","4,306,599","5,489,378",78.5,111.5034824,142.1271781,938.1896538,"1,298.05","1,391,352,380","35,300,728",0,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2020,FLL,"79,727","8,076,741","12,683,504",63.7,101.3049657,159.0866833,982.6072723,"1,070.41","3,184,985,428","95,911,268","2,096,442","65,733","6,664,880","10,578,158",63,101.3932119,160.9261406,997.1776581,"1,040.06","2,671,237,378","87,922,094","2,096,442","13,994","1,411,861","2,105,346",67.1,100.8904531,150.4463341,914.1668572,"1,213.70","513,748,050","7,989,174",0,"13,953","1,438,163","2,141,839",67.1,103.0719559,153.5038343,928.5194582,"1,198.81","524,292,077","8,404,917",0,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2021,FLL,"112,475","13,651,043","17,954,281",76,121.3695755,159.629082,"1,007.48","1,068.91","4,432,122,221","117,091,192","2,691,302","91,943","11,691,273","15,034,653",77.8,127.1578369,163.5214535,"1,028.74","1,064.34","3,749,773,087","104,899,805","2,691,302","20,532","1,959,770","2,919,628",67.1,95.44954218,142.198909,912.3052309,"1,096.19","682,349,134","12,191,387",0,"20,420","2,081,688","2,926,034",71.1,101.9435847,143.2925563,913.7058276,"1,102.07","685,346,910","12,959,084",0,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2022,FLL,"115,006","15,433,937","18,800,032",82.1,134.201146,163.4700103,993.3644419,"1,067.82","4,939,997,059","107,668,083","1,754,097","88,046","12,323,764","14,620,004",84.3,139.9696068,166.0496104,"1,016.34","1,050.69","3,838,793,686","99,586,709","1,754,097","26,960","3,110,173","4,180,028",74.4,115.3625,155.045549,918.31977,"1,135.73","1,101,203,373","8,081,374",0,"26,913","3,161,384","4,175,159",75.7,117.4668004,155.1353992,922.1497789,"1,147.90","1,107,058,905","13,625,444",190,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2023,FLL,"125,314","17,104,387","21,019,925",81.4,136.4922275,167.738042,"1,000.79","1,079.13","5,250,381,437","103,653,972","2,763,234","95,040","13,400,662","16,115,313",83.2,141.0002315,169.5634785,"1,012.74","1,047.18","4,017,208,237","95,923,109","2,763,234","30,274","3,703,725","4,904,612",75.5,122.3401268,162.0073991,963.2738323,"1,194.71","1,233,173,200","7,730,863",0,"30,199","3,842,184","4,898,470",78.4,127.2288486,162.2063644,967.3948144,"1,189.27","1,240,653,737","16,537,615",0,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11697,2024M1-10,FLL,"103,778","14,227,012","17,461,438",81.5,137.0908285,168.2576076,994.5230685,"1,066.10","4,351,176,115","87,833,895","896,410","80,587","11,394,019","13,765,084",82.8,141.3878045,170.8102299,"1,004.55","1,041.60","3,401,675,226","80,991,039","896,410","23,191","2,832,993","3,696,354",76.6,122.1591566,159.3874348,959.6826786,"1,164.66","949,500,889","6,842,856",0,"23,181","2,951,039","3,707,585",79.6,127.3042147,159.9406842,963.1950304,"1,160.11","965,909,992","10,526,841",44,Fort Lauderdale (FLL),Fort Lauderdale-Hollywood International (FLL)
11699,2014,FLO,"1,775","59,667","79,116",75.4,33.61521127,44.57239437,99.86366197,99.02906129,"21,858,702","21,794",260,"1,775","59,667","79,116",75.4,33.61521127,44.57239437,99.86366197,99.02906129,"21,858,702","21,794",260,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2015,FLO,"1,498","52,777","65,741",80.3,35.23164219,43.8858478,100.3985314,99,"15,409,041","10,453",2,"1,498","52,777","65,741",80.3,35.23164219,43.8858478,100.3985314,99,"15,409,041","10,453",2,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2016,FLO,"1,532","45,891","68,184",67.3,29.95496084,44.50652742,100.4497389,98.97422152,"16,273,641","13,541","1,865","1,532","45,891","68,184",67.3,29.95496084,44.50652742,100.4497389,98.97422152,"16,273,641","13,541","1,865",,,,,,,,,,,,1,0,0,,0,0,"6,634",,"50,000","2,348",0,Florence (FLO),Florence Regional (FLO)
11699,2017,FLO,"1,289","42,451","60,871",69.7,32.93328161,47.22342901,99.40961986,99.28343266,"14,571,250","1,065","16,028","1,289","42,451","60,871",69.7,32.93328161,47.22342901,99.40961986,99.28343266,"14,571,250","1,065","16,028",,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2018,FLO,"1,268","44,488","62,512",71.2,35.0851735,49.29968454,101.1671924,99.03787538,"15,501,985","20,307","10,500","1,268","44,488","62,512",71.2,35.0851735,49.29968454,101.1671924,99.03787538,"15,501,985","20,307","10,500",,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2019,FLO,"1,227","44,006","61,499",71.6,35.86471068,50.12143439,100.7057865,98.95341544,"15,549,403","5,062",16,"1,227","44,006","61,499",71.6,35.86471068,50.12143439,100.7057865,98.95341544,"15,549,403","5,062",16,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2020,FLO,610,"13,598","30,532",44.5,22.29180328,50.05245902,100.0245902,99.08648331,"7,812,385","2,886",20,610,"13,598","30,532",44.5,22.29180328,50.05245902,100.0245902,99.08648331,"7,812,385","2,886",20,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2021,FLO,732,"23,273","36,404",63.9,31.79371585,49.73224044,101.7691257,99,"9,545,321","5,829",0,732,"23,273","36,404",63.9,31.79371585,49.73224044,101.7691257,99,"9,545,321","5,829",0,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2022,FLO,796,"29,340","40,767",72,36.85929648,51.21482412,112.0175879,99.19342195,"11,175,762",253,0,796,"29,340","40,767",72,36.85929648,51.21482412,112.0175879,99.19342195,"11,175,762",253,0,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2023,FLO,723,"23,182","35,976",64.4,32.06362379,49.7593361,102.8782849,99,"9,685,400","7,772",0,723,"23,182","35,976",64.4,32.06362379,49.7593361,102.8782849,99,"9,685,400","7,772",0,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11699,2024M1-10,FLO,671,"19,880","33,476",59.4,29.62742176,49.88971684,100.8152012,98.95945674,"8,910,570",373,0,671,"19,880","33,476",59.4,29.62742176,49.88971684,100.8152012,98.95945674,"8,910,570",373,0,,,,,,,,,,,,,,,,,,,,,,,Florence (FLO),Florence Regional (FLO)
11702,2014,FLT,3,2,11,18.2,0.666666667,3.666666667,142.6666667,79,"49,850",1,0,3,2,11,18.2,0.666666667,3.666666667,142.6666667,79,"49,850",1,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2015,FLT,13,32,104,30.8,2.461538462,8,113.5384615,105.375,"85,675","9,633",0,13,32,104,30.8,2.461538462,8,113.5384615,105.375,"85,675","9,633",0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2016,FLT,3,5,11,45.5,1.666666667,3.666666667,67.66666667,57.8,"8,150",864,0,3,5,11,45.5,1.666666667,3.666666667,67.66666667,57.8,"8,150",864,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2017,FLT,4,6,25,24,1.5,6.25,83,83,"7,900",0,0,4,6,25,24,1.5,6.25,83,83,"7,900",0,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2019,FLT,9,26,58,44.8,2.888888889,6.444444444,136.4444444,132.6538462,"65,700",0,0,9,26,58,44.8,2.888888889,6.444444444,136.4444444,132.6538462,"65,700",0,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2020,FLT,5,0,10,0,0,2,197.2,,"102,000",0,1,5,0,10,0,0,2,197.2,,"102,000",0,1,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2021,FLT,3,4,10,40,1.333333333,3.333333333,110,79,"8,000",196,0,3,4,10,40,1.333333333,3.333333333,110,79,"8,000",196,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2022,FLT,3,4,23,17.4,1.333333333,7.666666667,232,262,"5,300",300,0,3,4,23,17.4,1.333333333,7.666666667,232,262,"5,300",300,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2023,FLT,11,0,21,0,0,1.909090909,211.3636364,,"214,700",0,0,11,0,21,0,0,1.909090909,211.3636364,,"214,700",0,0,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11702,2024M1-10,FLT,6,13,54,24.1,2.166666667,9,150.5,245.4615385,"13,820","1,752",8,6,13,54,24.1,2.166666667,9,150.5,245.4615385,"13,820","1,752",8,,,,,,,,,,,,,,,,,,,,,,,Flat (FLT),Flat Airport (FLT)
11706,2019,FLX,1,0,15,0,0,15,54,,"3,000",0,0,1,0,15,0,0,15,54,,"3,000",0,0,,,,,,,,,,,,,,,,,,,,,,,Fallon (FLX),Fallon Municipal (FLX)
11711,2014,FMN,"2,123","6,328","19,544",32.4,2.980687706,9.205840791,160.1177579,252.8168458,"8,411,700","1,113,129",0,"2,123","6,328","19,544",32.4,2.980687706,9.205840791,160.1177579,252.8168458,"8,411,700","1,113,129",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2015,FMN,"2,044","4,226","18,594",22.7,2.067514677,9.096868885,158.0009785,240.191434,"8,345,700","1,078,012",0,"2,044","4,226","18,594",22.7,2.067514677,9.096868885,158.0009785,240.191434,"8,345,700","1,078,012",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2016,FMN,"1,470","1,745","7,680",22.7,1.18707483,5.224489796,137.3095238,246.626361,"5,545,226","1,033,382",0,"1,470","1,745","7,680",22.7,1.18707483,5.224489796,137.3095238,246.626361,"5,545,226","1,033,382",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2017,FMN,"1,790","3,709","13,906",26.7,2.072067039,7.768715084,163.7776536,279,"7,003,500","1,010,428",0,"1,790","3,709","13,906",26.7,2.072067039,7.768715084,163.7776536,279,"7,003,500","1,010,428",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2018,FMN,999,16,26,61.5,0.016016016,0.026026026,97.58658659,"1,073.50","3,449,470","922,872",0,999,16,26,61.5,0.016016016,0.026026026,97.58658659,"1,073.50","3,449,470","922,872",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2019,FMN,"1,085",3,33,9.1,0.002764977,0.030414747,98.38156682,"1,184.33","3,739,500","929,093",0,"1,085",3,33,9.1,0.002764977,0.030414747,98.38156682,"1,184.33","3,739,500","929,093",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2020,FMN,"1,033",0,0,,0,0,98.14424008,,"3,563,800","823,080",0,"1,033",0,0,,0,0,98.14424008,,"3,563,800","823,080",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2021,FMN,741,6,8,75,0.008097166,0.010796221,117.4493927,544,"2,555,700","506,756",0,741,6,8,75,0.008097166,0.010796221,117.4493927,544,"2,555,700","506,756",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2022,FMN,618,0,0,,0,0,125.2605178,,"2,138,300","369,974",0,618,0,0,,0,0,125.2605178,,"2,138,300","369,974",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2023,FMN,364,0,0,,0,0,122.9450549,,"1,274,000","205,410",0,364,0,0,,0,0,122.9450549,,"1,274,000","205,410",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11711,2024M1-10,FMN,303,0,0,,0,0,126.359736,,"1,020,540","158,043",0,303,0,0,,0,0,126.359736,,"1,020,540","158,043",0,,,,,,,,,,,,,,,,,,,,,,,Farmington (FMN),Four Corners Regional (FMN)
11714,2015,FMY,1,3,8,37.5,3,8,"2,237","2,237","2,000",0,0,1,3,8,37.5,3,8,"2,237","2,237","2,000",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2016,FMY,4,9,32,28.1,2.25,8,855.75,"1,042.44","12,470",0,0,4,9,32,28.1,2.25,8,855.75,"1,042.44","12,470",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2017,FMY,5,17,82,20.7,3.4,16.4,834,912,"19,136",0,0,3,13,66,19.7,4.333333333,22,578,817.8461538,"14,336",0,0,2,4,16,25,2,8,"1,218","1,218","4,800",0,0,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2018,FMY,3,7,24,29.2,2.333333333,8,595,296,"7,766",0,0,1,0,8,0,0,8,112,,"3,070",0,0,2,7,16,43.8,3.5,8,836.5,296,"4,696",0,0,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2019,FMY,6,8,48,16.7,1.333333333,8,413.5,198,"25,140",0,0,6,8,48,16.7,1.333333333,8,413.5,198,"25,140",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2020,FMY,1,0,9,0,0,9,30,,"1,800",0,0,1,0,9,0,0,9,30,,"1,800",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2021,FMY,26,90,265,34,3.461538462,10.19230769,575.8461538,735.2888889,"90,651",0,0,23,83,236,35.2,3.608695652,10.26086957,574.2608696,751.5783133,"78,495",0,0,3,7,29,24.1,2.333333333,9.666666667,588,542.1428571,"12,156",0,0,1,2,14,14.3,2,14,"4,441","4,441","2,801",0,0,Fort Myers (FMY),Page Field (FMY)
11714,2022,FMY,16,39,177,22,2.4375,11.0625,743.25,871.4615385,"62,406",0,0,16,39,177,22,2.4375,11.0625,743.25,871.4615385,"62,406",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2023,FMY,6,8,68,11.8,1.333333333,11.33333333,593.1666667,566.25,"20,700",0,0,5,8,54,14.8,1.6,10.8,474.8,566.25,"14,900",0,0,1,0,14,0,0,14,"1,185",,"5,800",0,0,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11714,2024M1-10,FMY,4,10,38,26.3,2.5,9.5,656.75,975.8,"13,150",0,0,4,10,38,26.3,2.5,9.5,656.75,975.8,"13,150",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Myers (FMY),Page Field (FMY)
11719,2014,FNL,24,"2,064","3,593",57.4,86,149.7083333,597.2916667,620.2902132,"1,040,687",0,0,24,"2,064","3,593",57.4,86,149.7083333,597.2916667,620.2902132,"1,040,687",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2015,FNL,41,"3,511","5,610",62.6,85.63414634,136.8292683,668.0243902,622.0882939,"1,439,487",0,0,39,"3,506","5,594",62.7,89.8974359,143.4358974,642.8974359,621.2521392,"1,434,950",0,0,2,5,16,31.3,2.5,8,"1,158","1,208.40","4,537",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2016,FNL,85,"4,902","8,040",61,57.67058824,94.58823529,775.1647059,690.74745,"2,125,313",106,0,82,"4,898","8,013",61.1,59.73170732,97.7195122,764.2317073,690.434463,"2,117,129",106,0,3,4,27,14.8,1.333333333,9,"1,074","1,074","8,184",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2017,FNL,32,"3,414","4,666",73.2,106.6875,145.8125,619.625,629.8523726,"1,451,884",0,0,30,"3,408","4,646",73.4,113.6,154.8666667,581.1666667,628.7828638,"1,445,456",0,0,2,6,20,30,3,10,"1,196.50","1,237.33","6,428",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2018,FNL,19,"2,506","3,129",80.1,131.8947368,164.6842105,765.7894737,676.0339186,"756,178",0,0,19,"2,506","3,129",80.1,131.8947368,164.6842105,765.7894737,676.0339186,"756,178",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2019,FNL,27,"2,664","4,871",54.7,98.66666667,180.4074074,502,614.4913664,"1,509,477",0,0,27,"2,664","4,871",54.7,98.66666667,180.4074074,502,614.4913664,"1,509,477",0,0,,,,,,,,,,,,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2020,FNL,31,"1,419","4,064",34.9,45.77419355,131.0967742,660.483871,660.1691332,"1,647,552",0,0,29,"1,413","4,048",34.9,48.72413793,139.5862069,615.0689655,657.3715499,"1,642,752",0,0,2,6,16,37.5,3,8,"1,319","1,319","4,800",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2021,FNL,73,"5,248","11,186",46.9,71.89041096,153.2328767,660.6027397,750.0051448,"2,713,491",0,0,72,"5,246","11,177",46.9,72.86111111,155.2361111,651.4583333,749.7882196,"2,704,310",0,0,1,2,9,22.2,2,9,"1,319","1,319","9,181",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2022,FNL,145,"13,388","23,961",55.9,92.33103448,165.2482759,762.3517241,744.0446669,"5,780,628",0,0,140,"13,366","23,915",55.9,95.47142857,170.8214286,716.7714286,741.1367649,"5,753,521",0,0,5,22,46,47.8,4.4,9.2,"2,038.60","2,510.73","27,107",0,0,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2023,FNL,53,"3,926","6,565",59.8,74.0754717,123.8679245,532.0943396,678.2399389,"1,498,660",50,0,53,"3,926","6,565",59.8,74.0754717,123.8679245,532.0943396,678.2399389,"1,498,660",50,0,,,,,,,,,,,,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11719,2024M1-10,FNL,27,"2,063","3,639",56.7,76.40740741,134.7777778,527.5555556,799.5307804,"773,548",20,0,27,"2,063","3,639",56.7,76.40740741,134.7777778,527.5555556,799.5307804,"773,548",20,0,,,,,,,,,,,,,,,,,,,,,,,Fort Collins/Loveland (FNL),Northern Colorado Regional (FNL)
11720,2014,FNR,56,14,244,5.7,0.25,4.357142857,14.69642857,14,"51,900",0,182,56,14,244,5.7,0.25,4.357142857,14.69642857,14,"51,900",0,182,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2015,FNR,53,20,222,9,0.377358491,4.188679245,14,14,"46,060",143,180,53,20,222,9,0.377358491,4.188679245,14,14,"46,060",143,180,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2016,FNR,54,20,210,9.5,0.37037037,3.888888889,14.7037037,19.7,"45,657",0,110,54,20,210,9.5,0.37037037,3.888888889,14.7037037,19.7,"45,657",0,110,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2017,FNR,53,18,201,9,0.339622642,3.79245283,14.16981132,14,"44,173",0,157,53,18,201,9,0.339622642,3.79245283,14.16981132,14,"44,173",0,157,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2018,FNR,40,10,148,6.8,0.25,3.7,14,14,"33,587",0,51,40,10,148,6.8,0.25,3.7,14,14,"33,587",0,51,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2019,FNR,1,0,4,0,0,4,14,,764,0,0,1,0,4,0,0,4,14,,764,0,0,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2020,FNR,1,3,4,75,3,4,14,14,764,0,0,1,3,4,75,3,4,14,14,764,0,0,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2023,FNR,1,1,6,16.7,1,6,14,14,"1,245",0,0,1,1,6,16.7,1,6,14,14,"1,245",0,0,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11720,2024M1-10,FNR,13,16,58,27.6,1.230769231,4.461538462,17.84615385,14,"11,788",0,0,13,16,58,27.6,1.230769231,4.461538462,17.84615385,14,"11,788",0,0,,,,,,,,,,,,,,,,,,,,,,,Funter Bay Alaska (FNR),Funter Bay (FNR)
11721,2014,FNT,"6,362","429,685","535,588",80.2,67.53929582,84.18547627,531.5097454,722.6433527,"153,522,157","10,823,451","3,543","6,361","429,682","535,578",80.2,67.54944191,84.19713881,531.0050307,722.6222718,"153,521,059","10,823,451","3,543",1,3,10,30,3,10,"3,742","3,742","1,098",0,0,2,68,100,68,34,50,369.5,314.2647059,"21,486",0,0,Flint (FNT),Bishop International (FNT)
11721,2015,FNT,"6,215","417,989","513,383",81.4,67.25486726,82.60386163,533.2698311,729.6350741,"151,521,580","11,715,659",2,"6,214","417,989","513,383",81.4,67.26569038,82.61715481,533.3245896,729.6350741,"151,506,080","11,714,109",2,1,0,0,,0,0,193,,"15,500","1,550",0,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2016,FNT,"5,986","401,060","507,912",79,66.99966589,84.84998329,448.0163715,558.0173316,"148,826,325","10,980,861",3,"5,986","401,060","507,912",79,66.99966589,84.84998329,448.0163715,558.0173316,"148,826,325","10,980,861",3,,,,,,,,,,,,1,0,173,0,0,173,213,,"42,500",0,0,Flint (FNT),Bishop International (FNT)
11721,2017,FNT,"5,844","394,486","495,001",79.7,67.50273785,84.70242984,399.6483573,483.1320909,"154,590,120","12,735,426",0,"5,843","394,486","495,001",79.7,67.5142906,84.71692624,399.452165,483.1320909,"154,557,120","12,733,436",0,1,0,0,,0,0,"1,546",,"33,000","1,990",0,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2018,FNT,"5,703","363,023","445,069",81.6,63.65474312,78.04120638,442.0340172,582.1550315,"136,068,773","14,278,438",0,"5,703","363,023","445,069",81.6,63.65474312,78.04120638,442.0340172,582.1550315,"136,068,773","14,278,438",0,,,,,,,,,,,,1,0,0,,0,0,131,,"30,000",670,0,Flint (FNT),Bishop International (FNT)
11721,2019,FNT,"4,981","303,234","362,439",83.7,60.87813692,72.76430436,453.5223851,641.2077505,"122,611,265","14,487,515",1,"4,980","303,227","362,425",83.7,60.88895582,72.77610442,452.8620482,641.1361686,"122,608,464","14,487,515",1,1,7,14,50,7,14,"3,742","3,742","2,801",0,0,2,49,50,98,24.5,25,313,433,"18,100","1,174",0,Flint (FNT),Bishop International (FNT)
11721,2020,FNT,"3,979","177,988","283,641",62.8,44.73184217,71.28449359,485.2450364,710.8807953,"99,011,957","12,373,739",0,"3,979","177,988","283,641",62.8,44.73184217,71.28449359,485.2450364,710.8807953,"99,011,957","12,373,739",0,,,,,,,,,,,,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2021,FNT,"4,187","241,834","310,009",78,57.7582995,74.0408407,498.9550991,731.5076499,"102,133,689","13,073,151",0,"4,187","241,834","310,009",78,57.7582995,74.0408407,498.9550991,731.5076499,"102,133,689","13,073,151",0,,,,,,,,,,,,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2022,FNT,"3,965","300,443","350,686",85.7,75.77377049,88.44539723,563.6421185,864.2053834,"106,654,457","12,634,658",0,"3,965","300,443","350,686",85.7,75.77377049,88.44539723,563.6421185,864.2053834,"106,654,457","12,634,658",0,,,,,,,,,,,,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2023,FNT,"3,609","281,878","326,666",86.3,78.10418398,90.51426988,566.1404821,886.9750211,"101,466,837","14,864,162",0,"3,609","281,878","326,666",86.3,78.10418398,90.51426988,566.1404821,886.9750211,"101,466,837","14,864,162",0,,,,,,,,,,,,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11721,2024M1-10,FNT,"2,988","231,857","268,372",86.4,77.59605087,89.81659973,562.4414324,876.721945,"80,331,622","10,374,724",0,"2,988","231,857","268,372",86.4,77.59605087,89.81659973,562.4414324,876.721945,"80,331,622","10,374,724",0,,,,,,,,,,,,,,,,,,,,,,,Flint (FNT),Bishop International (FNT)
11725,2014,FOD,60,455,997,45.6,7.583333333,16.61666667,335.25,686.7472527,"462,945","55,393",0,59,455,997,45.6,7.711864407,16.89830508,328.3898305,686.7472527,"462,945","55,393",0,1,0,0,,0,0,740,,0,0,0,,,,,,,,,,,,Fort Dodge (FOD),Fort Dodge Regional (FOD)
11725,2015,FOD,"1,126","5,226","9,116",57.3,4.641207815,8.095914742,311.187389,339.408917,"2,327,205","53,550",0,"1,126","5,226","9,116",57.3,4.641207815,8.095914742,311.187389,339.408917,"2,327,205","53,550",0,,,,,,,,,,,,,,,,,,,,,,,Fort Dodge (FOD),Fort Dodge Regional (FOD)
